"frequency"
"Organic compounds; Nucleosides, nucleotides, and analogues; Purine nucleotides; Purine ribonucleotides; Purine ribonucleoside diphosphates"	49
"Organic compounds; Nucleosides, nucleotides, and analogues; Purine nucleotides; Purine ribonucleotides; Purine ribonucleoside monophosphates"	31
"Organic compounds; Nucleosides, nucleotides, and analogues; Pyrimidine nucleosides"	12
"Organic compounds; Nucleosides, nucleotides, and analogues; Pyrimidine nucleotides"	44
"Organic compounds; Nucleosides, nucleotides, and analogues; Pyrimidine nucleotides; Pyrimidine deoxyribonucleotides"	19
"Organic compounds; Nucleosides, nucleotides, and analogues; Pyrimidine nucleotides; Pyrimidine ribonucleotides"	8
"Organic compounds; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic nitro compounds; C-nitro compounds"	215
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives"	103
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues"	11
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Amino acids and derivatives"	20850
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Amino acids, peptides, and analogues; Peptides"	4023
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid amides"	100
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Carboxylic acids"	69
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Dicarboxylic acids and derivatives"	379
"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Tricarboxylic acids and derivatives"	498
"Organic compounds; Organic acids and derivatives; Hydroxy acids and derivatives; Beta hydroxy acids and derivatives"	137
"Organic compounds; Organic acids and derivatives; Hydroxy acids and derivatives; Medium-chain hydroxy acids and derivatives"	76
"Organic compounds; Organic acids and derivatives; Keto acids and derivatives; Medium-chain keto acids and derivatives"	210
"Organic compounds; Organic acids and derivatives; Organic phosphonic acids and derivatives; Organic phosphonic acids"	65
"Organic compounds; Organic acids and derivatives; Organic phosphoric acids and derivatives; Organic phosphoramides"	96
"Organic compounds; Organic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Alkyl phosphates"	59
"Organic compounds; Organic acids and derivatives; Organic sulfonic acids and derivatives; Organosulfonic acids and derivatives"	24
"Organic compounds; Organic acids and derivatives; Organic sulfonic acids and derivatives; Organosulfonic acids and derivatives; Arylsulfonic acids and derivatives"	230
"Organic compounds; Organic acids and derivatives; Organic sulfonic acids and derivatives; Organosulfonic acids and derivatives; Organosulfonamides"	87
"Organic compounds; Organic acids and derivatives; Organic sulfuric acids and derivatives; Sulfuric acid esters; Sulfuric acid monoesters"	247
"Organic compounds; Organic acids and derivatives; Peptidomimetics; Depsipeptides; Cyclic depsipeptides"	24
"Organic compounds; Organic acids and derivatives; Peptidomimetics; Hybrid peptides"	41
"Organic compounds; Organic nitrogen compounds; Organonitrogen compounds; Amines"	18
"Organic compounds; Organic nitrogen compounds; Organonitrogen compounds; Amines; Aralkylamines"	303
"Organic compounds; Organic nitrogen compounds; Organonitrogen compounds; Amines; Tertiary amines"	440
"Organic compounds; Organic nitrogen compounds; Organonitrogen compounds; Quaternary ammonium salts; Tetraalkylammonium salts"	76
"Organic compounds; Organic oxygen compounds; Organooxygen compounds; Alcohols and polyols; Cyclic alcohols and derivatives"	912
"Organic compounds; Organic oxygen compounds; Organooxygen compounds; Alcohols and polyols; Secondary alcohols"	15
"Organic compounds; Organic oxygen compounds; Organooxygen compounds; Carbohydrates and carbohydrate conjugates; Aminosaccharides"	838
"Organic compounds; Organic oxygen compounds; Organooxygen compounds; Carbohydrates and carbohydrate conjugates; Disaccharides"	1011
"Organic compounds; Organic oxygen compounds; Organooxygen compounds; Carbohydrates and carbohydrate conjugates; Glycosyl compounds"	4316
"Organic compounds; Organic oxygen compounds; Organooxygen compounds; Carbohydrates and carbohydrate conjugates; Monosaccharides"	698
"Organic compounds; Organic oxygen compounds; Organooxygen compounds; Carbohydrates and carbohydrate conjugates; Oligosaccharides"	282
"Organic compounds; Organic oxygen compounds; Organooxygen compounds; Carbohydrates and carbohydrate conjugates; Sugar acids and derivatives"	210
"Organic compounds; Organic oxygen compounds; Organooxygen compounds; Carbonyl compounds; Ketones"	91
"Organic compounds; Organic oxygen compounds; Organooxygen compounds; Ethers; Acetals"	12
"Organic compounds; Organic oxygen compounds; Organooxygen compounds; Ethers; Alkyl aryl ethers"	191
"Organic compounds; Organic oxygen compounds; Organooxygen compounds; Ethers; Diarylethers"	324
"Organic compounds; Organohalogen compounds; Aryl halides; Aryl chlorides"	165
"Organic compounds; Organoheterocyclic compounds; Azaphilones"	162
"Organic compounds; Organoheterocyclic compounds; Azoles; Oxazoles; Phenyl-1,3-oxazoles"	153
"Organic compounds; Organoheterocyclic compounds; Azoles; Pyrazoles; Phenylpyrazoles"	155
"Organic compounds; Organoheterocyclic compounds; Benzimidazoles"	139
"Organic compounds; Organoheterocyclic compounds; Benzodiazepines"	21
"Organic compounds; Organoheterocyclic compounds; Benzodioxoles"	234
"Organic compounds; Organoheterocyclic compounds; Benzopyrans"	37
"Organic compounds; Organoheterocyclic compounds; Benzopyrans; 1-benzopyrans"	375
"Organic compounds; Organoheterocyclic compounds; Benzopyrans; 1-benzopyrans; 2,2-dimethyl-1-benzopyrans"	21
"Organic compounds; Organoheterocyclic compounds; Benzopyrans; 1-benzopyrans; Chromones"	181
